Ulasan,Rating,text_clean_preprocessed,label_sentiment
"Sekelas official store begini nih? Demi rating pengiriman? Hahaha mending gausah di proses deh, udah basi banget order kapan dikirim kapan",2,kelas official store nih rating kirim hahaha mending gausah proses deh udah basi banget order kirim,2
utk tas seharga 299rb..kualitas biasa saja,2,utk tas harga 299rb kualitas,0
Motifnya tidak seperti yang ada d gambar.. kecewa,2,motif gambar kecewa,2
"seumur2 suka sm brodo, tp dikecewakan ketika beli sptu ini. bbrp jahitan tdk rapi, bahkan lepas. seperti beli second, bau sepatunya aja yg baru. iya tau kok ini produk WH sale, tp perhatikan lg kelayakan produk. gabisa retur ya? baiklah.",2,seumur2 suka brodo kecewa beli sptu bbrp jahit rapi lepas beli second bau sepatu iya tau produk wh sale perhati lg layak produk gabisa retur ya baik,1
"untuk harga hampir 500k, jujur kualitasnya ckup mengecewakan...",1,harga 500k jujur kualitas ckup kecewa,1
pesan 24 nyampai tujuan tgl 29 lama banget bro padahal pakai jne yes,1,pesan 24 nyampai tuju tgl 29 banget bro pakai jne yes,1
bad service! smoga lebih menghargai costomer,1,bad service smoga harga costomer,2
Kenapa barang yang datang tidak sesuai yang saya pesan? Saya sudah terlanjur tekan transaksi selesai. Mudah2an pesanan saya yang sedang proses sesuai dengan pesanan saya,1,barang sesuai pesan lanjur tekan transaksi selesai mudah2an pesan proses sesuai pesan,1
lumayan lumayan lumayan deh,1,lumayan lumayan lumayan deh,1
Barang kosong. Habis..,1,barang kosong habis,0
lumayan lumayan lumayan luayan,1,lumayan lumayan lumayan luayan,1
bad service! semoga lebih menghargai customer,1,bad service moga harga customer,2
Zipper nya rusak ð padahal br 1 kali pakai,1,zipper nya rusak  br 1 kali pakai,2
"Kecil2 kaos kakinya
Gak muat dikaki anak saya",2,kecil2 kaos kaki muat kaki anak,0
"Proses pengiriman cepat. Proses penjualan kurang bagus. Jika buyer tidak catat size warna, mohon tanya buyer mau size apa. Jangan kirim size random dan semua pack motif dan warna sama semua. Tidak ada inisiatif sendiri sama sekali.",1,proses kirim cepat proses jual bagus buyer catat size warna mohon buyer size kirim size random pack motif warna inisiatif,1
Packing ke luar kota harusnya pake bubble wrap kak. Jadi gak penyok2 kotaknya.,2,packing kota pake bubble wrap kak penyok2 kotak,0
"Produk nya bagus, Admin Tokonya yang gak bagus, baru transfer via VA M-Banking BCA 1Menit salah alamat, gabisa di cancel + gabisa dirubah alamatnya sama ini official store, gak professional nyusahin konsumen, Saya sampai Harus buat Surat pernyataan ke pihak JNE, Dan Menelpon pihak JNE Jakarta + Bandung (Pusat) karena perubahan alamatnya tidak dibantu sama Sekali, Belanja Online Paling Menyebalkan yang pernah Saya alami.",1,produk nya bagus admin toko bagus transfer via va mbanking bca 1menit salah alamat gabisa cancel gabisa rubah alamat official store professional nyusahin konsumen surat nyata jne telpon jne jakarta bandung pusat ubah alamat bantu belanja online sebal alami,1
"Ukurannya kecil, klo mau beli size dilebihin. misalkan size 42 belinya 43. size 43 belinya 44.",1,ukur klo beli size dilebihin size 42 beli 43 size 43 beli 44,0
Padahal udah tulis di keterangan tentang size yang dipesan tapi dikirimnya size yang beda saat mau di tukar ribet banget ð kapok,1,udah tulis terang size pes kirim size beda tukar ribet banget  kapok,0
Bahan sepatu kaku kalau di pakai bikin kaki lecet,2,bahan sepatu kaku pakai bikin kaki lecet,2
Goodquality but the Worst marketing managers without any mutual respect for cust,2,goodquality worst marketing managers without mutual respect cust,2
"Barangnya sih oke tp slow banget responnya, coba deh tingkatkan lagi ke depannya",1,barang sih oke slow banget responnya coba deh tingkat depan,1
Gak layak disebut jam pria.  Strap kecil diameter jg krg utk dipake cowok. Sy kasih sm pembantu sy jamnya (cewek). Cukup sekali.,1,layak jam pria strap diameter krg utk dipake cowok sy kasih bantu sy jam cewek,1
Saya minta kembalikan dana kecewa bgt TDK sesuai digambar besar DTG kecil sekali,1,kembali dana kecewa banget sesuai gambar dtg,2
"Jam tangan anak2 di jual.ukuran terlalu kecil.kecewa belanja disini.....jangan belanja disini,diskon tapi ga jelas ukurannya.",1,jam tangan anak2 jualukuran kecilkecewa belanja belanja diskon ukur,0
Model bagus. Tp deskripsi specsnya salah smua. Saya lenganny kecil. Liat ini spek ny diameter 44mm jd saya beli. Trnyata 51mm kayak yg wrna kuning (pdhl saya naksir yg wrna kuning. Tp krn ini 44mm jd beli ini d. Lah trnyata sama aja ukurannya sama yg kuning). Jd bagong bgt kayak jam power ranger. Admin jg ga friendly. Ga mo ngaku salah,2,model bagus deskripsi specsnya salah smua lenganny liat spek ny diameter 44mm beli trnyata 51mm kayak wrna kuning pdhl naksir wrna kuning krn 44mm beli trnyata ukur kuning bagong banget kayak jam power ranger admin friendly mo ngaku salah,2
"Sekelas official store jual barang bm mesin jelek kacau, semoga berkah aja. Jangan percaya harga diskon nipu. Merugikan",1,kelas official store jual barang bm mesin jelek kacau moga berkah percaya harga diskon nipu rugi,2
"Barang yg diterima beda dgn yg saya pesan,, bikin kecewa...ð 
Pdhl jelas nomor seri yg saya pesan beda dgn yg saya terima... Mulai dr case beda : case yg saya pesan ada warna gold di bagian depan, tapi yg saya terima case silver smua... 
Lalu strap juga warna beda &amp; pengait juga beda : yg saya pesan pengait bahan bukan webbing tapi macam stainless warna gold juga, tapi yg saya terima strap trnyta bahan webbing &amp; warna hitam...  
Pdhl harga lumayan... ð¤
Haduuhh,, payahh...ð",1,barang terima beda pesan bikin kecewa  pdhl nomor seri pesan beda terima case beda case pesan warna gold terima case silver smua strap warna beda amp kait beda pesan kait bahan webbing stainless warna gold terima strap trnyta bahan webbing amp warna hitam pdhl harga lumayan  haduuhh payahh ,2
"Pengiriman lambat...slow respon
Kurang puas..barang china..
Kartu garansi kurang meyakinkan..",2,kirim lambat slow respon puas barang china kartu garansi,0
"Barang bagus scr design warna tp kenapa date nya kurang otomatis y? Pertama kali pakai sy harus manual kan date sampai 3hr trus jalan lg normal, hari ini sama lagi date nya gak jalan otomatis? Ini benar asli kan? Apa cara kerja nya mmg spt itu or bgmn? Lalu warna biru nya sdh mulai kelihatan pudar disisi bawah baru sy pakai 2 minggu kok cepat skl. Saya beli jam tgn 600rb baru pudar 2th stlh pemakaian.. tolong bs dijelaskan biar bintang nnt bs kembali berbicara utk anda. Bisa claim garansi ke toko anda? Krn harga jam ini mahal shrsnya sesuai dgn  kualitas. Thank",2,barang bagus scr design warna date nya otomatis kali pakai sy manual date 3hr trus jalan lg normal date nya jalan otomatis asli kerja nya mmg spt bgmn warna biru nya sdh pudar sisi sy pakai 2 minggu cepat skl beli jam tgn 600rb pudar 2th stlh pakai tolong bs biar bintang nnt bs bicara utk claim garansi toko krn harga jam mahal shrsnya sesuai kualitas thank,1
Amat sangat mengecewakan. Saya batalkan pembelian dikarenakan salah kirim juga diminta menunggu untuk retur barang karena stok kosong. Respon penjual dalam penyelesain retur barang amat sangat lambat.,2,kecewa batal beli salah kirim tunggu retur barang stok kosong respon jual penyelesain retur barang lambat,2
Belum 1 bulan udah rusak. Dikira abis baterai tapi ternyata baterai masih full. Pas cek ke toko jam ternyata sebelumnya udah pernah dibongkar dan ada karet yg lepas.,1,1 udah rusak abis baterai baterai full pas cek toko jam udah bongkar karet lepas,2
"Respon packing sgt baik namun Agak kecewa karena tnyt mesin china bukan jepang,jdi kurang percaya ini ori..",2,respon packing sgt kecewa tnyt mesin china jepang jdi percaya ori,1
"Kaya jam anak anak ternyata pas dr dekat, build nya jelek. Masak casio 700rbuan kaya begini, oh iya sama bukan garansi casio indonesia, harusnya diketerangan dikasih tau kalau bukan barang resmi indo",2,kaya jam anak anak pas build nya jelek masak casio 700rbuan kaya oh iya garansi casio indonesia terang kasih tau barang resmi indo,1
"Tidak ada kartu garansi, katanya dari brand resmi. Ini original apa kw?
Jam nya sangat kecil, jauh dari perkiraan. Ini mah jam nya anak2.",2,kartu garansi brand resmi original kw jam nya kira mah jam nya anak2,1
Lumayan dah buat koleksi Anak anak,2,lumayan dah koleksi anak anak,1
"Kaca jam ny lepas, g tanggung jwb",2,kaca jam ny lepas tanggung jwb,0
kecil banget kecewa banget,1,banget kecewa banget,2
Jamnya ukuranya kecil jd ngk sesuai ekspetasi,2,jam ukuranya ngk sesuai ekspetasi,1
sy order yg tipe MQ 71 4BDF malah seller kirim tipe lain yg sy gak suka ð kalo emang gak ada stocknya tlg dong sy diberitahu jd sy bs pilih model lain. Sy kapoklah gak mau belanja di toko ini lg....,1,sy order tipe mq 71 4bdf seller kirim tipe sy suka  kalo emang stocknya tlg sy diberitahu sy bs pilih model sy kapok belanja toko lg,1
"Setelah menunggu dr retur, akhirnya dtg jg. Baiknya sebelum kirim pastikan kondisi jam dalam keadaan baik. Sehingga pembeli pun tdk dirugikan dgn waktu dan biaya retur. Update 25 Dec 2018: Baru coba dipakai hari ini sebagai hadiah natal keponakan saya, ternyata jam bermasalah lg tidak hidup kembali. Merasa malu sebagai hadiah tp mengecewakan.",1,tunggu retur dtg baik kirim pasti kondisi jam beli rugi biaya retur update 25 dec 2018 coba pakai hadiah natal keponakan jam masalah lg hidup malu hadiah kecewa,2
"Barangnya biasa aja, untung belinya dapet harga flash sale, kalo harga asli dbandingin sama barangnya mah mending beli merk lain aja. Mana sellernya juga ngeproses pembeliannya lama bener lagi. Tapi bintang diatas cuma buat penilaian barang, jadi masih bisa dapet bintang 2.",2,barang untung beli dapet harga flash sale kalo harga asli dbandingin barang mah mending beli merk sellernya ngeproses beli bener bintang atas nilai barang dapet bintang 2,1
"Ketika menerima barang yang dikirim kondisinya mati, kemudian ketika di klaim responnya lama banget, apalagi ketika minta alamat toko offline untuk retur (mana biaya sendiri) terkesan ditutup2i.... sorry for this comment.....",2,terima barang kirim kondisi mati klaim responnya banget alamat toko offline retur biaya kes ditutup2i sorry comment,2
"Walpaper dalam jam kacanya lecek setengah,ga sesuai dengan pict",2,walpaper jam kaca lecek sesuai pict,1
"Sangat mengecewakan. Sudah retur untuk perbaikan, kembali masih ada cacatnya pula. Untuk harga segini sangat tidak worth",1,kecewa retur baik cacat harga gin worth,2
"Buckle harga 200ribu. Waktu datang, kondisi sudah banyak lecet baretnya. Seller cuma mengatakan &#34;kalau besi memang gitu, nanti juga akan lecet karena pemakaian.&#34; Fungsi deploynya juga suka ngadat. Sangat kecewa dengan kualitas yang tidak sebanding dengan harganya.",1,buckle harga 200ribu kondisi lecet baret seller 34 besi gitu lecet pakai 34 fungsi deploynya suka ngadat kecewa kualitas banding harga,1
"Respon lama, seller tdk komunikatifð§",1,respon seller komunikatif,0
"waduhhh bro kurang teliti dalam QC , tp utk harga segitu ok lah ... ada yg bopeng dibagian lingkaran jam pengaitnya ane kira stainles ternyata plastik... thx yah overall saya puas bro ...",2,waduhhh bro teliti qc utk harga segitu ok bopeng bagi lingkar jam kait ane stainles plastik thx yah overall puas bro,1
"Jam nya beda dengan yg pernah sy beli dulu ditoko ini jg. ""tidak ada logo & merk NIXON nya yg skrng.",2,jam nya beda sy beli toko logo merk nixon nya skrng,0
"packingan cmn buble 1 lapis , bahkan jamnya masih kelihatan dari luar, lain kali tolong diperhatikan packingannya",1,packingan cmn buble 1 lapis jam kali tolong perhati packingannya,0
"proses pengirimannya agak lambat,memakan wak tu seminggu untuk sampe kerumah",1,proses kirim lambat makan wak tu minggu sampe rumah,2
"barang sudah sampe,thanks. lumayan bagus",2,barang sampe thanks lumayan bagus,1
apik tenan brooooooooooooooooooooooooooooooooooooooooooooooooo,2,apik tenan brooooooooooooooooooooooooooooooooooooooooooooooooo,0
barang sudah sampai.....................................................................................................,2,barang,0
oke makasih barang saya udah sampai,1,oke makasih barang udah,1
"gak bisa disetting 24jam, ada harga ada rupa",2,disetting 24jam harga rupa,0
waduh baru sekali kena air langsung masuk deh air nya katanya kuat air saya cuma pake sambil wudhu apalagi kalo pake renang hadeuh,2,kena air langsung masuk deh air nya kuat air pake wudhu kalo pake renang hadeuh,1
saya kecewa gan... baru pakai sekali knapa lansung berembun... setelah kena air,2,kecewa gan pakai knapa lansung embun kena air,2
"sip, . ,......... .....,.. ..     ........ .",1,sip,0
------------------------------------------------,1,,0
"3 hari baru dikirim, mana barangnya salah juga",1,3 kirim barang salah,2
merk berbeda dengan deskripsi foto,2,merk beda deskripsi foto,0
kurang mumuaskan kabelnya,2,mumuaskan kabel,0
gimana mau review dikirim jugal kagak padahal di diskusi ngomong ready,2,gimana review kirim jugal diskusi ngomong ready,1
"tidak bisa dipakai.  maaf lama balasnya.  beli mahal2 tetapi tdk bs dipakai.  g recomended. 
terima kasih. 
sy rugi banyak sekali",1,pakai maaf balas beli mahal2 bs pakai recomended terima kasih sy rugi,2
Barang yg dikirim tdk sesuai keterangan .. proses refound 2minggu,1,barang kirim sesuai terang proses refound 2minggu,1
"Tidak dapat batrai, produk sudah usang seperti barang bekas",1,batrai produk usang barang bekas,2
Tidak ada softcase nya.,1,softcase nya,0
"Sudah chat minta nota tapi g dikasih,dimintain solusi gak dibalas,barang dikirim tanpa bubblewarp.mohon diperbaiki pelayanan kedepannya !",1,chat nota kasih dimintain solusi balas barang kirim bubblewarpmohon baik layan depan,1
produk yg dikirim kualitas jelek sekali,1,produk kirim kualitas jelek,2
"Barangnya tidak sampai, sampainya ke orang lain atas nama âernaâ entah siapa",1,barang sampai orang nama erna,0
beli disini karena ada softcasenya. diterima tidak ada softcasenya.,2,beli softcasenya terima softcasenya,0
Kabelnya putus ga konek.,1,kabel putus konek,0
"Pengiriman lambat bilang bisa hari itu juga, ternyata harus nunggu 2 hari",2,kirim lambat bilang nunggu 2,2
"Foto barang tidak sesuai dengan deskripsi barang, mohon gambarnya diubah. Gambarnya MD to HDMI, deskripsi barang MD to VGA.",1,foto barang sesuai deskripsi barang mohon gambar ubah gambar md hdmi deskripsi barang md vga,1
Barang yg dikirim tidak sesuai dengan yang dipesan..,1,barang kirim sesuai pes,1
"Converter usb to vga tidak terpakai, saya masih tetap barus bayar. Semoga berkah ya.. Thanks!",1,converter usb vga pakai barus bayar moga berkah ya thanks,1
"Gan....pesan 2 barang, yg datang (dikirim) cuman 1 barang....gimana nich...RUGI BANYAK klo gini",1,gan pesan 2 barang kirim cuman 1 barang gimana nich rugi klo gin,2
"Produk belum sampai, uang belum d kmbalikan",1,produk uang kmbalikan,0
tampilan mouse nya beda sama yang lain,2,tampil mouse nya beda,0
Barang sdh sampai.... sayang kemasan kurang rapi (bisa di bilang rusak) tapi barang msh aman... mohon d tingkatkan pengemasannya...,2,barang sdh sayang kemas rapi bilang rusak barang msh aman mohon tingkat emas,1
Bisa dipakai tapi daya lemah bila dipakai lebih dari dua slot.,2,pakai daya lemah pakai slot,2
"Barang rusak, katanya bisa di bailikin?",1,barang rusak bailikin,2
"posisi semua port usb on semua lampu hidup, dicolok kabel ke 1 keyboard xternal - ok, docolok kabel ke 2 kabel speaker laptop, coba di lubang ke 3,4,5,6,7 semua lampu mati. kenapa gtu ya ...?",1,posisi port usb lampu hidup colok kabel 1 keyboard xternal ok docolok kabel 2 kabel speaker laptop coba lubang 34567 lampu mati gtu ya,2
Barang sih cukup bisa digunakan tapi kirim barang tidak sesuai seharusnya warna hitam,2,barang sih kirim barang sesuai warna hitam,1
Barang palsu nih.. saya coba hubungkan ternyata tidak terdetect sebagai USB 3.0. Sangat mengecewakan.,1,barang palsu nih coba hubung terdetect usb 30 kecewa,2
Warnanya tdk sesuai pesanan. Tdk ada chat/pemberitahuan jg.,2,warna sesuai pesan chatpemberitahuan,1
Mantapppp.............................,2,mantapppp,0
"Pengiriman lama sekali &amp;amp; tidak ada follow up dari seller mengenai komplain tsb, packaging&#39;y pun hanya dgn plastik kresek, kualitas barang biasa saja, semua lubang berfungsi hanya saja utk dicolok dgn usb otg sangat sangat keras &amp;amp; susah sekali.",2,kirim amp amp follow seller komplain tsb packaging 39 plastik kresek kualitas barang lubang fungsi utk colok usb otg keras amp amp susah,2
"mengecewakan, tidak sesuai deskripsi, tidak compatible dengan usb 3.0",1,kecewa sesuai deskripsi compatible usb 30,0
"tulisannya doang usb 3.0,  aslinya usb 2.0 cuman warna portnya aja biru. not recomended gan",2,tulis doang usb 30 asli usb 20 cuman warna portnya biru recomended gan,1
Analog kanan tidak bisa dipakai,2,analog kanan pakai,0
"Payah ... sudah di tulisin di keterangan minta Mtech ... ehhh di kirimnya apa, maksa banget!!",1,payah tulisin terang mtech ehhh kirim maksa banget,2
Pesen nya Joystick Merk M-Tech yang di kirim nya Beda Merk NISUTA ð ð ,2,sen nya joystick merk mtech kirim nya beda merk nisuta  ,1
